enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
GL,sourceListing,businessProcessMinor,,TEXT,string,"A subprocess of the major businessprocess (for example‚Äîorders, returns,discounts, and so on)."
GL,sourceListing,erpSubledgerModule,,TEXT,string,"Description of the subledger or ERP module the journal entry originated from. Should tie back to a system or significant accounting process. In some instances, may be represented by source."
GL,sourceListing,sourceDescription,,TEXT,string,"A plain English description of the source. Some of the more common journals are purchases, sales, cash receipts, cash disbursements, and general journal."
GL,sourceListing,sourceId,,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
GL,sourceListing,systemManualIdentifier,,TEXT,string,Define if the source creates system-generated or manually entered journal entries. Provide an ‚ÄúS‚Äù or ‚ÄúM‚Äù for the value.
AP,supplierMasterData,accountId,,TEXT,string,"General Ledger Account code for this supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
AP,supplierMasterData,additionalAddressDetail,,TEXT,string,
AP,supplierMasterData,addressAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,supplierMasterData,addressBuilding,,TEXT,string,The physical street address line 2 of the supplier.
AP,supplierMasterData,addressCity,,TEXT,string,The physical city where the customer is located.
AP,supplierMasterData,addressCountry,,TEXT,string,"The country code where the supplier isphysically located. Recommend ISO 3166-1Alpha 2 or ISO 3166-1 Alpha 3 format (XX orXXX)."
AP,supplierMasterData,addressNumber,,TEXT,string,The physical street address line 1 of the supplier.
AP,supplierMasterData,addressPostalCode,,TEXT,string,The zip code of the city where the customer is physically located.
AP,supplierMasterData,addressRegion,,TEXT,string,The physical state or province where the customer is located. Recommend ISO 3166-2.
AP,supplierMasterData,addressStreetName,,TEXT,string,The physical Street where the customer is located.
AP,supplierMasterData,bankAccountId,bankAccountMasterData.bankAccountId,TEXT,string,Unambiguous identification of the account to which credit and debit entries are made.
AP,supplierMasterData,bankAccountName,,TEXT,string,The name of the individual or company holding the bank account.
AP,supplierMasterData,bankAccountNumber,,TEXT,string,The number allocated to the account by the individual’s or company’s own bank.
AP,supplierMasterData,companyType,,TEXT,string,
AP,supplierMasterData,effectiveDate,,DATE,date,Date the customer declared active.
AP,supplierMasterData,email,,TEXT,string,Email address of the primary contact.
AP,supplierMasterData,expirationDate,,DATE,date,Date the customer was declared inactive.
AP,supplierMasterData,fax,,TEXT,string,
AP,supplierMasterData,firstName,,TEXT,string,The first (given) name of the person.
AP,supplierMasterData,IBANNumber,,TEXT,string,"International Bank Account Number, ISO 13616"
AP,supplierMasterData,lastName,,TEXT,string,The last (family) name of the person.
AP,supplierMasterData,legalEntityIdentifier,,TEXT,string,
AP,supplierMasterData,name,,TEXT,string,The name of the supplier.
AP,supplierMasterData,paymentDiscountDays,,TEXT,string,"The number of days from the invoice datethe supplier allows to take advantage ofdiscounted terms. Terms are represented asdigits with no decimal places (for example,nnn)."
AP,supplierMasterData,paymentDiscountPercentage,,NUMERIC,decimal,"The discount percentage the supplier mayprovide if an invoice is paid before a certainnumber of days. In the flat file, terms arerepresented as digits to one decimal place(for example, 10% would be represented as10.0). In extensible business reportinglanguage global ledger taxonomy framework(XBRL GL), the three fieldsTerms_Discount_Percentage,Terms_Discount_Days andTerms_Due_Days would be entered in theform ""xx.x% dd Net dd,"" such as 2% 10 Net30 for 2% discount if paid within 10 days,with the net due in 30 days."
AP,supplierMasterData,paymentDueDays,,TEXT,string,"The number of days allowed to meet theobligation before an invoice becomesoverdue."
AP,supplierMasterData,registrationNumber,,TEXT,string,"Date on an externally generated transaction(for example, check date or wire transferdate)."
AP,supplierMasterData,selfBillingIndicator,,TEXT,string,Indicator showing if a self-billing agreement exists between the customer and the supplier
AP,supplierMasterData,sortCode,,TEXT,string,Identifier for the bank branch at which the account is held. May be needed to uniquely identify the account.
AP,supplierMasterData,supplierCreditLimit,,TEXT,string,"The credit limit for the total outstandingbalance approved for the supplier."
AP,supplierMasterData,supplierGroup,,TEXT,string,"If the organization segments suppliers into groups, the group to which this supplier is assigned."
AP,supplierMasterData,supplierId,,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
AP,supplierMasterData,supplierType,,TEXT,string,
AP,supplierMasterData,systemApprovedDateTime,,DATE,date,The date  and time the entry was approved.
AP,supplierMasterData,systemApprovedUser,userListing.userId,TEXT,string,"User ID (from User_Listing file) for personwho approved the entry."
AP,supplierMasterData,systemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AP,supplierMasterData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AP,supplierMasterData,systemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AP,supplierMasterData,systemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AP,supplierMasterData,taxAuthority,,TEXT,string,Identification of the Revenue Body to which this TaxType refers.
AP,supplierMasterData,taxNumber,,TEXT,string,The supplier's tax identification number.
AP,supplierMasterData,taxRegistrationNumber,,TEXT,string,Unique number issued by a Revenue Body for use by the company.
AP,supplierMasterData,taxType,,TEXT,string,Tax type for look-up in tables
AP,supplierMasterData,taxVerificationDate,,DATE,date,The date that the tax registration details referred to above were last checked.
AP,supplierMasterData,telephone,,TEXT,string,"Phone number of the primary contact at thesupplier."
AP,supplierMasterData,title,,TEXT,string,"The title of the person (for example, accounting manager)."
AP,supplierMasterData,transactionCreditLimit,,TEXT,string,"The per invoice credit limit established withthis supplier."
AP,supplierMasterData,website,,TEXT,string,
GL,taxTable,regulatorActiveFlag,,TEXT,string,True (Active) or False (Inactive)
GL,taxTable,regulatorCode,,TEXT,string,A code used to refer to this regulator or jurisdiction; used as key or cross-reference in files.
GL,taxTable,regulatorCountry,,TEXT,string,Recommend ISO 3166-1 Alpha 2 or Alpha 3 format 
GL,taxTable,regulatorDefaultAccrualglAccountNumber,,TEXT,string,GL account used to reflect accruals due to regulator 
GL,taxTable,regulatorDefaultExpenseglAccountNumber,,TEXT,string,"GL account used to reflect accruals due to
regulator"
GL,taxTable,regulatorDefaultPayableglAccountNumber,,TEXT,string,GL account used to reflect accruals due to regulator
GL,taxTable,regulatorIdentifier,,TEXT,string,Tax or other code assigned by Regulator for reporting organization to Regulator
GL,taxTable,regulatorName,,TEXT,string,Name of regulator for whom tax is withheld or accrued
GL,taxTable,regulatorRegion,,TEXT,string,"Sub-region within country; in the U.S., this would be state; in Canada it would be province."
GL,taxTable,regulatorReportingOrganization,,TEXT,string,Cross-reference to Organization_Location_File_YYYYMMDD 
GL,taxTable,regulatorRole,,TEXT,string,"From: Federal, Regional, Local"
GL,trialBalance,amountBeginning,,NUMERIC,decimal,"Period beginning balance amount (that is,the ending balance from the prior period)recorded in the functional or group currency.No multicurrency translation should need tobe performed on this amount because allare recorded in a single currency."
GL,trialBalance,amountBeginningLocal,,NUMERIC,decimal,"Period beginning balance amount in thelocal country currency for multicurrencytracking."
GL,trialBalance,amountBeginningReporting,,NUMERIC,decimal,"Period beginning balance amount inreporting currency used for statutoryreporting."
GL,trialBalance,amountCurrency,,TEXT,string,"The functional or group currency related tothe balance. See ISO 4217 coding."
GL,trialBalance,amountEnding,,NUMERIC,decimal,"Period ending balance amount recorded inthe functional or group currency. Nomulticurrency translation should need to beperformed on this amount because all arerecorded in a single currency."
GL,trialBalance,amountEndingLocal,,NUMERIC,decimal,"Period ending balance amount in the localcountry currency for multicurrency tracking."
GL,trialBalance,amountEndingReporting,,NUMERIC,decimal,"Period ending balance amount in reportingcurrency used for statutory reporting."
GL,trialBalance,amountLocalCurrency,,TEXT,string,"The currency used for local countryreporting requirements. See ISO 4217coding."
GL,trialBalance,amountReportingCurrency,,TEXT,string,"The currency used for nonconsolidatedreporting as opposed to functional orconsolidated reporting or local or actualamounts. See ISO 4217 coding."
GL,trialBalance,balanceAsOfDate,,DATE,date,"Date of the provided balance, not when the Trial_Balance file was created (for example, 20141231 if year-end balance, even if the report was run on 20150122)."
GL,trialBalance,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
GL,trialBalance,fiscalYear,,TEXT,string,"Fiscal year in which Effective_Date occurs—YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for Extensible Business Reporting Language Global Ledger taxonomy framework (XBRL GL)."
GL,trialBalance,glAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,Identifier for the GL financial quarterly periods. GL_Account_Number in this file must match the GL_Account_Number used in the Trial_Balance and Chart_Of_Accounts files.
GL,trialBalance,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
GL,trialBalance,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,trialBalance,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,trialBalance,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,trialBalance,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,trialBalance,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
GL,userListing,department,,TEXT,string,"The department the person is part of (for example, accounting)."
GL,userListing,firstName,,TEXT,string,The first (given) name of the person.
